City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kindu,CD,-2.95,25.95,74.8,78,100,3.76,overcast clouds
348,Skerries,IE,53.5828,-6.1083,54.0,71,100,12.12,overcast clouds
349,Goderich,CA,43.7501,-81.7165,50.92,71,70,14.97,broken clouds
350,Rocha,UY,-34.4833,-54.3333,57.45,93,100,17.67,overcast clouds
351,Cidreira,BR,-30.1811,-50.2056,63.97,95,100,10.76,overcast clouds
352,Kijang,KR,35.2442,129.2139,64.13,74,6,3.91,clear sky
353,Sur,OM,22.5667,59.5289,81.36,43,93,1.23,overcast clouds
354,Snezhnogorsk,RU,69.1933,33.2531,47.98,86,95,12.17,overcast clouds
355,Port Pirie,AU,-33.1833,138.0167,55.13,63,31,7.78,scattered clouds
356,Santa Cruz,BO,-17.8,-63.1667,84.25,39,20,18.41,few clouds
357,Walvis Bay,NA,-22.9575,14.5053,68.95,60,20,10.36,few clouds
358,Pacifica,US,37.6138,-122.4869,62.58,83,100,6.91,mist
359,Parry Sound,CA,45.3501,-80.033,49.91,87,99,13.76,overcast clouds
360,Mount Pleasant,US,32.7941,-79.8626,74.07,65,0,6.91,clear sky
361,Blagoyevo,RU,63.3667,47.9167,43.41,92,100,5.93,overcast clouds
362,Vyshchetarasivka,UA,47.5685,34.881,55.89,61,18,11.7,few clouds
363,Berezovyy,RU,51.6667,135.7,34.74,67,80,3.89,broken clouds
364,Xiamen,CN,24.4798,118.0819,80.65,65,75,20.13,broken clouds
365,Digby,CA,44.6169,-65.7655,61.75,84,89,4.7,overcast clouds
366,Qiongshan,CN,20.0058,110.3542,76.98,53,0,6.71,clear sky
367,Houston,US,29.7633,-95.3633,83.98,75,0,9.22,clear sky
368,Verkhnevilyuysk,RU,63.4453,120.3167,30.7,92,100,5.84,overcast clouds
369,Binzhou,CN,37.3667,118.0167,52.12,38,0,3.94,clear sky
370,Colares,PT,38.7992,-9.4469,74.34,75,20,11.99,few clouds
371,Norman Wells,CA,65.282,-126.8329,30.24,80,75,11.5,broken clouds
372,Okoneshnikovo,RU,54.8377,75.0834,45.73,71,96,5.77,overcast clouds
373,Saskylakh,RU,71.9167,114.0833,19.15,90,97,19.35,overcast clouds
374,Aasiaat,GL,68.7098,-52.8699,31.96,69,100,8.32,overcast clouds
375,Atambua,ID,-9.1061,124.8925,76.8,83,100,2.62,overcast clouds
376,Malakal,SS,9.5334,31.6605,83.52,66,82,2.59,broken clouds
377,Ardesen,TR,41.1911,40.9875,65.5,82,63,1.54,broken clouds
378,Manzhouli,CN,49.6,117.4333,29.64,45,3,7.85,clear sky
379,Marsh Harbour,BS,26.5412,-77.0636,81.07,60,6,17.65,clear sky
380,Massaguet,TD,12.4755,15.4365,99.01,12,79,10.54,broken clouds
381,Nyurba,RU,63.2842,118.3319,30.6,94,100,7.74,overcast clouds
382,Rogovatoye,RU,51.23,38.3818,42.33,65,5,5.59,clear sky
383,Luba,GQ,3.4568,8.5547,84.09,87,99,4.21,overcast clouds
384,Oriximina,BR,-1.7656,-55.8661,92.39,49,93,3.76,overcast clouds
385,Saint George,US,37.1041,-113.5841,61.79,55,0,3.44,clear sky
386,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,80,0,4.47,clear sky
387,Colborne,CA,44.0001,-77.8828,53.74,65,21,13.73,few clouds
388,Pangkalanbuun,ID,-2.6833,111.6167,76.1,95,100,1.72,moderate rain
389,Tabou,CI,4.423,-7.3528,79.47,79,100,9.06,overcast clouds
390,Amilly,FR,47.9728,2.7719,78.15,57,53,10.92,broken clouds
391,Taitung,TW,22.7583,121.1444,78.89,86,99,9.22,overcast clouds
392,Acarau,BR,-2.8856,-40.12,89.53,52,11,18.16,few clouds
393,Kavaratti,IN,10.5669,72.642,82.06,72,100,2.24,overcast clouds
394,Port Hardy,CA,50.6996,-127.4199,44.78,100,20,2.3,few clouds
395,Banda Aceh,ID,5.5577,95.3222,77.56,79,100,12.01,light rain
396,Karratha,AU,-20.7377,116.8463,75.52,56,3,15.61,clear sky
397,Charters Towers,AU,-20.1,146.2667,71.56,81,100,14.25,overcast clouds
398,Callaguip,PH,18.0714,120.4867,79.43,82,100,17.45,overcast clouds
399,Gwadar,PK,25.1216,62.3254,81.0,67,0,11.05,clear sky
400,Isangel,VU,-19.55,169.2667,72.21,71,31,5.39,scattered clouds
401,Bilibino,RU,68.0546,166.4372,-12.84,100,98,2.66,overcast clouds
402,Havelock,US,34.8791,-76.9013,74.98,60,0,14.97,clear sky
403,Buala,SB,-8.145,159.5921,79.3,80,46,4.21,light rain
404,Menongue,AO,-14.6585,17.691,77.56,38,96,10.8,overcast clouds
405,Patitirion,GR,39.15,23.8667,60.37,59,0,19.26,clear sky
406,Mariental,NA,-24.6333,17.9667,79.41,33,68,20.6,broken clouds
407,Hailar,CN,49.2,119.7,29.84,60,71,7.58,broken clouds
408,Sokoto,NG,13.0609,5.239,96.17,15,96,7.18,overcast clouds
409,Adrar,MR,20.5022,-10.0711,98.92,18,8,8.59,clear sky
410,Mackay,AU,-21.15,149.2,72.68,81,75,6.26,broken clouds
411,Merauke,ID,-8.4667,140.3333,79.32,91,100,11.97,overcast clouds
412,Port Shepstone,ZA,-30.7414,30.455,68.29,80,100,20.56,moderate rain
413,Kupang,ID,-10.1667,123.5833,81.82,80,90,9.37,overcast clouds
414,Tupiza,BO,-21.45,-65.7167,67.84,18,29,6.64,scattered clouds
415,Synya,RU,65.3718,58.0387,37.2,98,100,4.54,overcast clouds
416,Victor Harbor,AU,-35.5667,138.6167,53.67,90,36,7.16,scattered clouds
417,Clyde River,CA,70.4692,-68.5914,35.83,75,75,4.61,broken clouds
418,Vanimo,PG,-2.6741,141.3028,78.39,87,51,3.36,broken clouds
419,Nome,US,64.5011,-165.4064,27.16,81,100,7.76,overcast clouds
420,Ponta Delgada,PT,37.7333,-25.6667,69.49,52,20,10.36,few clouds
421,Tailai,CN,46.3833,123.4,39.58,50,5,12.55,clear sky
422,Miraflores,MX,19.2167,-98.8083,67.96,68,27,2.01,scattered clouds
423,Daugavpils,LV,55.8833,26.5333,53.65,79,100,12.06,overcast clouds
424,Touros,BR,-5.1989,-35.4608,85.48,57,4,19.62,clear sky
425,Kimbe,PG,-5.5502,150.1429,76.15,92,100,3.47,overcast clouds
426,Providencia,MX,28.7167,-111.5833,70.21,60,22,3.42,few clouds
427,Lethem,GY,3.3803,-59.7968,91.45,47,63,7.99,broken clouds
428,Puerto Vallarta,MX,20.6204,-105.2307,82.9,83,94,2.08,light rain
429,Sabha,LY,27.0377,14.4283,81.73,34,73,11.01,broken clouds
430,Noumea,NC,-22.2763,166.4572,67.98,75,0,5.3,clear sky
431,Ambilobe,MG,-13.2,49.05,75.7,68,81,3.09,light rain
432,Gravdal,NO,68.1214,13.5031,46.65,78,100,8.23,overcast clouds
433,Miyazu,JP,35.5333,135.1833,63.5,92,96,4.36,overcast clouds
434,Thanh Hoa,VN,19.8,105.7667,72.45,68,100,4.32,overcast clouds
435,Ngunguru,NZ,-35.6167,174.5,51.08,86,22,6.06,few clouds
436,Turayf,SA,31.6725,38.6637,88.05,22,0,20.71,clear sky
437,Lagoa,PT,39.05,-27.9833,63.32,56,100,16.4,overcast clouds
438,Nemuro,JP,43.3236,145.575,58.95,88,100,12.59,heavy intensity rain
439,Mount Isa,AU,-20.7333,139.5,74.97,83,40,4.61,light rain
440,Gunnedah,AU,-30.9833,150.25,50.52,84,2,2.26,clear sky
441,Tomatlan,MX,19.9333,-105.25,81.37,79,24,1.41,few clouds
442,Viernheim,DE,49.5417,8.5786,70.52,79,20,3.44,few clouds
443,Chincha Alta,PE,-13.4099,-76.1323,63.19,63,86,7.09,overcast clouds
444,Laje,BR,-10.1833,-40.9667,87.71,26,2,13.13,clear sky
445,Barra Do Bugres,BR,-15.0725,-57.1811,102.65,23,12,2.98,few clouds
446,Bahia Honda,CU,22.9036,-83.1592,82.85,74,0,7.16,clear sky
447,Atlantic City,US,39.3643,-74.4229,62.98,61,0,9.22,clear sky
448,Ndola,ZM,-12.9587,28.6366,89.17,13,6,5.08,clear sky
449,Malartic,CA,48.1335,-78.1328,41.11,92,100,7.23,overcast clouds
450,Dosso,NE,13.049,3.1937,98.02,20,24,6.08,few clouds
451,Lamu,KE,-2.2717,40.902,80.82,80,99,11.45,overcast clouds
452,Ternate,ID,0.8,127.4,82.33,79,70,3.85,broken clouds
453,Senneterre,CA,48.3835,-77.2328,39.65,83,98,7.65,overcast clouds
454,Atikokan,CA,48.7555,-91.6216,34.16,97,100,7.18,light snow
455,Kampot,KH,10.6167,104.1833,75.25,88,14,4.18,few clouds
456,Westlock,CA,54.1502,-113.8688,37.89,45,98,7.43,overcast clouds
457,Riberalta,BO,-10.9833,-66.1,84.4,74,75,6.91,broken clouds
458,Prince George,CA,53.9166,-122.753,43.63,100,100,5.01,mist
459,Port Hedland,AU,-20.3167,118.5667,75.25,60,0,11.5,clear sky
460,Vestmanna,FO,62.1564,-7.1664,45.52,87,75,10.36,light rain
461,Kaman,IN,27.65,77.2667,81.77,39,0,2.01,clear sky
462,Barcelona,ES,41.3888,2.159,84.18,78,20,9.22,few clouds
463,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,65,75,28.77,broken clouds
464,San Juan,AR,-31.5375,-68.5364,74.48,15,0,3.62,clear sky
465,Guadix,ES,37.2993,-3.1392,81.12,22,100,6.49,overcast clouds
466,Mazatlan,MX,23.2167,-106.4167,81.01,87,66,1.99,broken clouds
467,Sangar,RU,63.9242,127.4739,21.47,95,98,3.33,overcast clouds
468,Dalbandin,PK,28.8947,64.4101,77.45,9,0,2.46,clear sky
469,Nanakuli,US,21.3906,-158.1547,78.12,73,100,3.44,overcast clouds
470,Fairlie,GB,55.756,-4.8556,54.23,76,77,5.01,broken clouds
471,Bethal,ZA,-26.4579,29.4655,75.54,30,100,6.87,overcast clouds
472,Tiassale,CI,5.8983,-4.8283,82.04,83,96,0.87,light rain
473,Teya,RU,60.3778,92.6267,30.69,79,97,3.33,overcast clouds
474,Praya,CV,14.9215,-23.5087,84.74,54,20,10.36,few clouds
475,Parrita,CR,9.5201,-84.3225,78.78,85,100,2.3,overcast clouds
476,Ukhta,RU,63.5671,53.6835,41.76,93,100,4.76,overcast clouds
477,Empangeni,ZA,-28.762,31.8933,69.6,67,99,9.78,overcast clouds
478,Leshukonskoye,RU,64.8989,45.7622,43.21,94,94,7.52,overcast clouds
479,West Bay,KY,19.3667,-81.4167,87.06,75,20,6.91,few clouds
480,Lucapa,AO,-8.4192,20.7447,83.19,43,51,8.1,broken clouds
481,Castle Douglas,GB,54.9409,-3.9278,52.21,73,100,8.84,overcast clouds
482,Gat,IL,31.61,34.7642,83.39,37,0,7.56,clear sky
483,Ahuimanu,US,21.4447,-157.8378,77.86,79,41,9.42,scattered clouds
484,Sao Sebastiao,BR,-23.76,-45.4097,77.4,67,82,7.34,broken clouds
485,Quatre Cocos,MU,-20.2078,57.7625,73.51,76,84,10.0,broken clouds
486,Araxa,BR,-19.5933,-46.9406,76.96,50,20,9.22,few clouds
487,Dunedin,NZ,-45.8742,170.5036,50.81,87,74,8.01,broken clouds
488,Awjilah,LY,29.1081,21.2869,79.88,34,0,12.28,clear sky
489,Berbera,SO,10.4396,45.0143,85.15,62,6,10.96,clear sky
490,Tankhoy,RU,51.5528,105.1306,33.35,60,12,6.22,few clouds
491,Tiznit,MA,29.5833,-9.5,87.22,24,81,17.9,broken clouds
492,Linjiang,CN,41.8069,126.9078,35.46,72,1,2.08,clear sky
493,Atasu,KZ,48.6814,71.6433,48.15,73,96,14.54,overcast clouds
494,Abha,SA,18.2164,42.5053,75.02,46,40,6.91,scattered clouds
495,Raudeberg,NO,61.9875,5.1352,50.67,60,100,7.81,overcast clouds
496,Suntar,RU,62.1444,117.6319,31.69,89,100,8.7,overcast clouds
497,Arlit,NE,18.7369,7.3853,98.08,10,0,10.8,clear sky
498,Bushenyi,UG,-0.5853,30.2114,69.1,75,89,5.93,light rain
499,Chumphon,TH,10.3333,98.8333,71.33,95,97,1.41,overcast clouds
500,Galiakot,IN,23.5167,74.0,76.15,46,3,6.8,clear sky
501,San Andres,CO,12.5847,-81.7006,86.02,74,75,11.5,broken clouds
502,Almonte,ES,37.2647,-6.5167,86.29,24,100,0.87,overcast clouds
503,Naze,JP,28.3667,129.4833,77.92,85,100,3.2,overcast clouds
504,Moree,AU,-29.4667,149.85,56.19,70,0,9.69,clear sky
505,Tsybli,UA,49.9948,31.5628,49.23,50,0,6.8,clear sky
506,Along,IN,28.1667,94.7667,67.37,80,0,2.33,clear sky
507,Waingapu,ID,-9.6567,120.2641,82.02,78,61,8.12,broken clouds
508,Beringovskiy,RU,63.05,179.3167,24.49,80,100,17.74,overcast clouds
509,Kasempa,ZM,-13.4584,25.8338,92.21,11,3,6.06,clear sky
510,Sungai Petani,MY,5.647,100.4877,79.18,95,100,3.33,overcast clouds
511,Hami,CN,42.8,93.45,58.64,21,3,4.88,clear sky
512,Redmond,US,47.674,-122.1215,60.76,74,4,2.71,clear sky
513,Inirida,CO,3.8653,-67.9239,74.71,96,100,3.62,overcast clouds
514,Kaya,BF,13.0917,-1.0844,96.01,26,30,3.51,scattered clouds
515,Shimoda,JP,34.6667,138.95,67.1,83,100,3.71,overcast clouds
516,Fairbanks,US,64.8378,-147.7164,33.1,84,100,3.38,overcast clouds
517,Ascension,US,30.2169,-90.9001,79.0,90,0,0.0,clear sky
518,Qui Nhon,VN,13.7667,109.2333,77.52,86,100,12.71,overcast clouds
519,Ondjiva,AO,-17.0667,15.7333,86.97,27,94,3.33,overcast clouds
520,Pierre,US,44.3683,-100.351,45.05,67,18,5.99,few clouds
521,Kitui,KE,-1.367,38.0106,78.58,37,95,11.68,overcast clouds
522,Auki,SB,-8.7676,160.7034,76.5,87,78,4.29,broken clouds
523,Bose,IT,45.4612,8.0137,69.3,71,63,2.28,broken clouds
524,Kongoussi,BF,13.3258,-1.5347,95.67,27,29,4.63,scattered clouds
525,Birao,CF,10.2849,22.7882,85.46,48,100,2.77,overcast clouds
526,Bud,US,39.447,-86.1758,59.86,51,78,7.25,broken clouds
527,Campo Grande,BR,-20.4428,-54.6464,85.55,48,0,3.44,clear sky
528,Liwale,TZ,-9.7667,37.9333,82.47,36,86,9.1,overcast clouds
529,Almeirim,BR,-1.5233,-52.5817,93.45,45,94,4.0,overcast clouds
530,North Bend,US,43.4065,-124.2243,55.85,97,100,6.91,overcast clouds
531,Komsomolskiy,UZ,40.4272,71.7189,66.92,30,32,2.3,scattered clouds
532,Port Lincoln,AU,-34.7333,135.8667,55.9,85,77,13.67,broken clouds
533,Salinopolis,BR,-0.6136,-47.3561,84.13,72,73,11.34,broken clouds
534,Bermeo,ES,43.4209,-2.7215,82.4,53,77,6.22,broken clouds
535,La Paz,BO,-16.5,-68.15,51.13,62,82,11.32,broken clouds
536,Havoysund,NO,70.9963,24.6622,46.63,90,97,14.76,overcast clouds
537,Tam Ky,VN,15.5667,108.4833,73.15,89,100,6.53,overcast clouds
538,Santa Maria,BR,-29.6842,-53.8069,69.1,73,40,3.44,scattered clouds
539,Cayenne,GF,4.9333,-52.3333,89.64,58,0,10.36,clear sky
540,Tomiya,JP,38.3931,140.8861,61.66,90,82,2.3,broken clouds
541,Rioja,AR,-29.4111,-66.8507,72.77,42,0,5.95,clear sky
542,Nadym,RU,65.5333,72.5167,38.84,87,100,3.11,overcast clouds
543,Honningsvag,NO,70.9821,25.9704,46.15,81,40,14.97,scattered clouds
544,Rivadavia,AR,-33.1905,-68.4608,74.64,25,1,8.46,clear sky
545,Gallup,US,35.5281,-108.7426,48.04,93,100,9.22,mist
546,Zaranj,AF,30.9667,61.8833,87.76,12,0,15.21,clear sky
547,Aloleng,PH,16.1307,119.7824,80.92,82,100,14.09,overcast clouds
548,Maceio,BR,-9.6658,-35.7353,83.64,57,75,14.97,broken clouds
549,Vuktyl,RU,63.8567,57.3094,38.32,96,92,3.31,overcast clouds
550,Beruwala,LK,6.4788,79.9828,77.97,86,98,4.61,heavy intensity rain
551,Codrington,AU,-38.2667,141.9667,41.43,90,43,4.72,scattered clouds
552,Port Blair,IN,11.6667,92.75,82.44,83,40,0.0,mist
553,Cam Ranh,VN,11.9214,109.1591,78.76,89,75,13.8,broken clouds
554,Kalabo,ZM,-14.97,22.6814,97.75,8,16,4.83,few clouds
555,Ziarat,PK,30.3823,67.7282,56.03,19,0,1.79,clear sky
556,Khani,GE,41.9563,42.9566,60.37,88,38,4.76,scattered clouds
557,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.19,83,100,13.8,overcast clouds
558,Poum,NC,-20.2333,164.0167,75.18,68,43,16.98,scattered clouds
559,Aviles,ES,43.5547,-5.9248,78.37,64,0,1.14,light rain
560,Bukama,CD,-9.2,25.85,94.62,27,54,9.1,broken clouds
561,Ales,FR,44.1333,4.0833,72.68,71,89,11.21,overcast clouds
562,Rapid Valley,US,44.0625,-103.1463,43.43,85,4,11.01,clear sky
563,Grand Gaube,MU,-20.0064,57.6608,73.8,70,81,1.99,broken clouds
564,Lata,PT,40.1629,-8.3327,75.07,53,72,8.79,broken clouds
565,Ketchikan,US,55.3422,-131.6461,52.27,100,0,9.22,mist
566,Broome,US,42.2506,-75.833,53.19,77,78,4.0,broken clouds
567,Camabatela,AO,-8.1881,15.375,75.16,62,64,3.6,light rain
568,Luwuk,ID,-0.9516,122.7875,78.42,86,72,3.13,broken clouds
569,Katyuzhanka,UA,50.806,30.1376,51.58,56,2,6.29,clear sky
570,Ulagan,RU,50.6321,87.9563,40.32,40,75,3.33,broken clouds
571,Sveio,NO,59.5419,5.3518,49.53,84,95,25.1,light rain
572,Acapulco,MX,16.8634,-99.8901,81.99,79,98,1.36,overcast clouds
573,Kasongo-Lunda,CD,-6.4667,16.8167,88.41,42,86,5.41,overcast clouds
574,Lewiston,US,44.1003,-70.2148,62.71,92,40,4.61,scattered clouds
575,Lanzhou,CN,36.0564,103.7922,54.57,32,0,3.53,clear sky
576,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,81,40,8.01,scattered clouds
577,Ishigaki,JP,24.3448,124.1572,82.53,94,20,11.5,few clouds
578,Mormugao,IN,15.4,73.8,76.26,94,75,9.22,light intensity drizzle
579,Saraland,US,30.8207,-88.0706,76.5,79,12,2.57,few clouds
580,Mattru,SL,7.6244,-11.8332,76.68,93,100,3.06,moderate rain
581,Aswan,EG,24.0934,32.907,94.33,16,45,11.32,scattered clouds
582,Viransehir,TR,37.2353,39.7631,78.4,26,13,2.75,few clouds
583,Jumla,NP,29.2747,82.1838,50.14,89,9,3.78,clear sky
584,Mokrous,RU,51.2333,47.5167,42.85,58,66,5.48,broken clouds
585,Nioro,GM,13.35,-15.75,89.78,53,20,3.31,few clouds
586,Kloulklubed,PW,7.0419,134.2556,84.18,75,100,12.33,overcast clouds
587,Rio Grande,BR,-32.035,-52.0986,66.31,85,84,7.78,broken clouds
588,Guangyuan,CN,32.442,105.823,59.74,57,98,4.47,overcast clouds
589,Chumikan,RU,54.7183,135.315,35.44,67,100,10.87,overcast clouds
590,College,US,64.8569,-147.8028,33.08,85,100,3.36,overcast clouds
591,Buin,CL,-33.7333,-70.75,76.87,36,5,3.04,clear sky
592,Flinders,AU,-34.5833,150.8552,61.18,82,97,5.99,light rain
593,Manavgat,TR,36.7867,31.4431,68.02,79,100,10.4,overcast clouds
594,Ossora,RU,59.2353,163.0719,29.1,67,45,4.52,scattered clouds
595,Schio,IT,45.7124,11.3574,74.21,75,64,4.0,broken clouds
596,Denpasar,ID,-8.65,115.2167,82.06,94,40,13.8,scattered clouds
597,Vetis,RO,47.8,22.7667,66.22,56,39,1.14,scattered clouds
598,Karasburg,NA,-28.0167,18.75,71.26,56,94,19.26,light rain
599,Hualmay,PE,-11.0964,-77.6139,66.2,72,40,10.63,scattered clouds
600,Axim,GH,4.8699,-2.2405,80.28,78,93,6.96,moderate rain
601,Adeje,ES,28.1227,-16.726,78.1,73,20,14.97,few clouds
602,Fez,MA,34.0372,-4.9998,88.05,26,75,11.5,broken clouds
603,Prince Rupert,CA,54.3161,-130.3201,55.09,100,75,4.61,mist
604,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,9.22,broken clouds
605,Saint-Paul,RE,-21.0096,55.2707,73.51,77,39,4.16,light rain
606,Port Keats,AU,-14.25,129.55,83.39,76,100,4.85,overcast clouds
607,Sucua,EC,-2.4667,-78.1667,68.74,88,40,3.44,fog
608,Nizwa,OM,22.9333,57.5333,84.97,20,83,2.98,broken clouds
609,Vila,PT,42.0304,-8.1588,52.68,95,100,5.99,overcast clouds
610,Bhadasar,IN,28.2833,74.3167,83.95,20,0,6.64,clear sky
611,Viedma,AR,-40.8135,-62.9967,72.37,24,89,5.61,overcast clouds
612,Bac Lieu,VN,9.285,105.7244,78.17,85,14,5.5,few clouds
613,Zhangjiakou,CN,40.81,114.8794,39.43,21,0,11.03,clear sky
614,Murray Bridge,AU,-35.1167,139.2667,53.33,92,33,2.15,scattered clouds
615,Boa Vista,BR,2.8197,-60.6733,87.78,55,75,9.22,broken clouds
616,Caxito,AO,-8.5785,13.6643,86.34,53,64,11.92,broken clouds
617,Ubala,CO,4.7478,-72.5369,80.65,73,97,7.52,overcast clouds
618,Eureka,US,40.8021,-124.1637,56.01,86,2,1.01,clear sky
619,Oistins,BB,13.0667,-59.5333,87.89,70,40,10.36,scattered clouds
620,Pasighat,IN,28.0667,95.3333,72.36,83,0,4.16,clear sky
621,Kalas,IN,18.1667,74.8,75.2,83,88,9.91,moderate rain
622,Pietarsaari,FI,63.65,22.6833,50.13,88,57,15.12,broken clouds
623,Miyako,JP,39.6367,141.9525,58.05,87,99,6.58,overcast clouds
624,Zhanaozen,KZ,43.3,52.8,60.71,40,99,16.84,overcast clouds
625,Temiscaming,CA,46.7212,-79.0971,42.35,93,98,3.44,light rain
626,Walcz,PL,53.2779,16.4712,63.43,72,91,9.48,overcast clouds
627,Alofi,NU,-19.0595,-169.9187,73.29,94,12,4.61,few clouds
628,Payakumbuh,ID,-0.2202,100.6308,70.75,97,100,3.06,light rain
629,Chicama,PE,-7.8447,-79.1469,59.54,64,90,8.25,overcast clouds
630,Mago,RU,53.2514,140.1822,34.38,97,72,9.13,light snow
631,Mitsamiouli,KM,-11.3847,43.2844,82.69,57,20,12.66,light rain
632,Soe,ID,-9.8607,124.284,70.38,86,100,3.98,overcast clouds
633,Umm Lajj,SA,25.0213,37.2685,83.98,62,10,7.47,clear sky
634,Bafra,TR,41.5678,35.9069,65.82,82,100,3.85,overcast clouds
635,Wanning,CN,18.8003,110.3967,72.72,67,72,8.81,broken clouds
636,Yar-Sale,RU,66.8333,70.8333,38.88,96,100,4.16,overcast clouds
637,Tabas,IR,33.5959,56.9244,88.02,9,0,4.61,clear sky
638,Baykit,RU,61.67,96.37,29.64,85,85,2.66,overcast clouds
639,Gondanglegi,ID,-7.7479,112.0132,77.07,85,100,13.85,overcast clouds
640,Jackson,US,42.4165,-122.8345,54.05,50,0,2.13,clear sky
641,Tshikapa,CD,-6.4167,20.8,83.73,59,91,5.35,overcast clouds
642,Villaviciosa,ES,43.4813,-5.4357,78.6,95,65,5.23,broken clouds
643,Bartica,GY,6.4,-58.6167,89.92,50,99,3.56,overcast clouds
644,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,88.38,60,98,0.85,overcast clouds
645,Fairmont,US,39.4851,-80.1426,59.23,71,7,1.99,clear sky
646,Husavik,IS,66.0449,-17.3389,37.4,99,100,19.66,overcast clouds
647,Seoul,KR,37.5683,126.9778,60.24,88,75,2.3,broken clouds
648,Half Moon Bay,US,37.4636,-122.4286,63.1,82,100,0.0,mist
649,Banska Stiavnica,SK,48.4486,18.91,58.05,61,51,3.29,broken clouds
650,Ajdabiya,LY,30.7554,20.2263,75.74,54,22,17.18,few clouds
651,Quba,AZ,41.3626,48.5152,53.28,96,100,2.73,light rain
652,Ornskoldsvik,SE,63.2909,18.7153,45.55,87,75,11.5,broken clouds
653,Abu Kamal,SY,34.4506,40.9171,86.05,22,9,7.45,clear sky
654,Jinchang,CN,38.4953,102.1739,49.5,28,0,1.48,clear sky
655,Dire,ML,12.2833,-10.9667,84.42,70,67,4.43,light rain
656,Sungairaya,ID,0.7,108.9,80.19,80,100,3.09,overcast clouds
657,Port Macquarie,AU,-31.4333,152.9167,60.89,91,60,6.44,broken clouds
658,Garango,BF,11.8,-0.5506,92.68,35,69,3.96,broken clouds
659,Gimli,CA,50.6336,-96.9907,33.82,80,100,13.8,overcast clouds
660,Opuwo,NA,-18.0607,13.84,86.34,24,66,18.92,broken clouds
661,Obidos,BR,-1.9175,-55.5181,92.7,47,73,4.94,broken clouds
662,Benicarlo,ES,40.4165,0.4271,77.56,70,35,5.64,scattered clouds
663,Leh,IN,34.1667,77.5833,43.84,32,9,5.66,clear sky
664,Gavle,SE,60.6745,17.1417,54.37,74,100,1.99,overcast clouds
665,Noboribetsu,JP,42.4514,141.1731,58.64,91,100,7.96,overcast clouds
666,Khrebtovaya,RU,56.7032,104.2494,24.55,77,20,3.76,few clouds
667,Harper,LR,4.375,-7.7169,80.42,75,100,8.7,overcast clouds
668,Rio Gallegos,AR,-51.6226,-69.2181,57.25,28,0,5.75,clear sky
669,Robertsport,LR,6.7533,-11.3686,80.04,75,83,8.72,broken clouds
670,Alcaniz,ES,41.05,-0.1333,82.9,33,83,11.25,broken clouds
671,Bytow,PL,54.1706,17.4919,60.21,75,99,7.92,overcast clouds
672,Kamloops,CA,50.6665,-120.3192,43.79,81,0,10.36,clear sky
673,Amazar,RU,53.858,120.875,27.79,58,0,8.41,clear sky
674,Erenhot,CN,43.6475,111.9767,34.56,27,0,8.93,clear sky
675,Ustye,RU,59.6304,39.736,44.64,80,24,10.4,few clouds
676,Hamilton,US,39.1834,-84.5333,61.9,50,80,3.0,broken clouds
677,Ithaca,US,42.4406,-76.4966,57.7,66,51,5.01,broken clouds
678,Angoche,MZ,-16.2325,39.9086,78.28,69,0,11.27,clear sky
679,Boende,CD,-0.2167,20.8667,72.21,96,96,5.88,moderate rain
680,Paramonga,PE,-10.6667,-77.8333,65.44,76,49,10.11,scattered clouds
681,Kidal,ML,18.4411,1.4078,98.69,8,4,10.31,clear sky
682,Qasigiannguit,GL,68.8193,-51.1922,34.41,76,100,3.56,overcast clouds
683,Georgiyevka,KZ,43.0369,74.7114,57.24,44,55,6.71,broken clouds
684,Makakilo City,US,21.3469,-158.0858,76.69,78,7,6.55,clear sky
685,Saint-Augustin,CA,51.226,-58.6502,54.48,65,100,3.44,overcast clouds
686,Benguela,AO,-12.5763,13.4055,78.67,71,62,10.27,broken clouds
687,Mascota,MX,20.5167,-104.7833,69.31,87,92,2.3,overcast clouds
688,Kalmunai,LK,7.4167,81.8167,80.13,81,88,0.69,overcast clouds
689,Bandarbeyla,SO,9.4942,50.8122,78.78,83,35,8.81,scattered clouds
690,Elat,IL,29.5581,34.9482,93.04,24,0,10.36,clear sky
691,Acajutla,SV,13.5928,-89.8275,82.81,74,51,4.59,broken clouds
692,Genhe,CN,50.7833,121.5167,23.58,77,19,4.54,few clouds
